11.1,11.3,7.0,7.0,7.2,4.7,5.7,6.5,6.1,5.6,7.5,4.8
5.3,5.8,5.4,5.2,7.8,4.8,4.6,7.0,0.0,7.8,5.5,6.1
5.4,6.2,5.7,7.7,7.6,3.8,4.9,5.7,0.0,5.9,5.0,4.5
7.0,8.0,13.6,5.7,6.4,4.3,3.8,5.1,6.0,6.5,5.4,6.5
4.4,4.9,5.7,7.1,6.1,5.3,5.5,6.5,5.7,6.0,6.4,6.1
5.6,5.5,5.2,2.9,3.1,1.9,6.7,5.6,7.1,5.4,5.7,4.3
7.2,4.8,6.7,6.3,6.0,5.4,12.6,6.8,8.5,7.7,7.7,5.7
7.5,5.0,5.5,6.5,4.7,4.8,6.5,5.7,7.4,6.8,6.3,4.7
